longitude,latitude
-68.11248,-67.566993
-67.73638,-67.723778
-64.161064,-65.236283
-56.574825,-63.515224
-64.083,-65.33
-56.574066,-63.646866
-55.915394,-63.595444
-67.10106,-66.86658
-56.5754,-63.2166
-67.23639,-67.81611
-56.886627,-63.520943
-59.206482,-62.355682
-53.805214,-62.26288
-64.24167,-64.59805
-53.768143,-62.33156
-57.294415,-63.797417
-64.111855,-65.332954
-67.46672,-67.683205
-58.959385,-62.20041
-65.361115,-66.0275
-67.16861,-68.28778
-63.152744,-65.06561
-67.73194,-67.723335
-67.84073,-67.27401
-56.874313,-63.517307
-57.339027,-63.11681
-67.27261,-68.375374
-68.119065,-67.567304
-68.118614,-67.56766
-68.113593,-67.568336
-68.114533,-67.568392
-68.114016,-67.568432
-68.113958,-67.56832
-68.114812,-67.568244000000007
-68.114022,-67.568214
-68.114062,-67.568455
-68.114087,-67.56918
166.61865,-77.175465
170.43091,-72.649762
171.05026,-71.956032
170.18372,-72.337465
163.91602,-76.362262
163.39302,-66.9285
170.02533,-72.359285
170.08484,-71.276122
170.04639,-73.76964
-68.113216,-67.568307
-58.36713,-63.455551
-56.57903,-63.403606
-57.683598,-63.73783
-57.547165,-63.602493
-64.263054,-65.23944
-68.113407,-67.568314
-68.113808,-67.568713
-68.113746,-67.56819
-68.128252,-67.570715
-68.113132,-67.567767
-68.12855,-67.57029
-57.020314,-63.39263
164.122757,-74.707183
170.217337,-71.302489
170.229133,-72.31863
-57.004672,-63.387888
-58.471767,-62.133775
-58.330172,-62.285612
-57.370132,-64.41214
-61.99981,-64.61925
-56.841164,-64.20055
-67.29457,-67.808174
-56.897747,-63.72255
-56.88288,-63.521442
-66.9996,-68.24807
-67.78,-67.69556
-57.95139,-62.0875
-55.748493,-63.565273
-57.033295,-64.62174
-69.038506,-67.8312
-56.45,-63.3
-61.99966,-64.53848
-64.06528,-64.770836
-60.561714,-62.98323
-63.950558,-65.07528
-54.866665,-61.1
-56.37945,-63.587963
-67.188416,-68.28997
-56.416668,-63.583332
-64.246666,-65.249306
-44.738716,-60.74104
-55.978645,-63.601086
-57.899723,-63.32111
-55.941753,-63.59844
-56.49032,-63.313698
-56.528778,-63.484863
-54.73591,-63.54323
-66.997,-68.18607
-65.33806,-65.68806
-58.6675,-62.23814
-55.809532,-63.582
-56.898647,-63.516663
-67.16047,-68.27972
-66.80838,-68.23561
-56.89351,-63.52331
166.40968,-77.637955
-64.00007,-65.10884
-57.588745,-64.51781
-55.79487,-63.58493
-67.29458,-68.21421
45.8716,-67.6603
-8.245697,-70.510286
-66.529995,-67.858432
-56.88488,-63.52106
-56.693565,-63.37988
-56.646965,-63.411987
166.65955,-77.84801
-65.37581,-66.012825
-64.103081,-65.163559
-56.881957,-63.521682
-56.754417,-63.338307
-56.88703,-63.520778
-56.8871,-63.522791
-56.84027,-63.513428
-62.886047,-64.86894
-56.59468,-63.459625
-56.495205,-63.5261
-56.884079,-63.521278
-64.13,-65.3383
-64.05333,-64.77417
-44.738888,-60.738056
-56.7284,-63.374096
8.15815,-59.36607
-64.052831,-64.774189
-58.944779,-62.195715
-58.927334,-62.192087
165.027222,-77.351762
-55.78667,-63.574197
-60.853504,-62.68606
-60.791557,-63.902363
-56.501484,-63.522766
-61.94045,-64.268715
-56.90292,-63.51747
-57.234802,-64.54784
-62.627354,-64.68346
-62.663147,-64.65904
-56.882137,-63.521539
-56.855123,-63.453052
-56.910682,-63.521532
17.92602,-58.55225
-62.878613,-64.854164
21.9959,-58.44705
-64.054216,-64.773465
-64.03133,-64.777897
-56.335559,-63.428911
-59.578083,-62.542973
-63.32141,-64.932076
-63.182846,-65.09137
-57.34437,-63.065216
-68.208885,-67.604164
-56.8833,-64.2
-64.1851,-65.22592
-60.79201,-63.902756
-64.18067,-65.23145
-63.994793,-65.08418
-55.46612,-64.1225
-57.730442,-63.03846
-62.645,-64.68889
-62.670468,-64.669505
-54.596,-63.3888
-63.99931,-65.11128
-56.436653,-63.584457
-55.56972,-61.475555
-57.25,-62.44
-62.623226,-64.68538
-65.56641,-60.28341
-56.90617,-63.516617
-61.680383,-64.107973
-58.891393,-62.183582
166.757738,-77.866153
170.343323,-71.160812
170.138283,-71.336008
-64.137,-65.176
-64.0556,-65.104
-64.026,-65.067
-56.499,-63.306
-58.933,-62.213
-57.9135,-62.0779
-66.7867,-66.8708
-57.9514,-62.0875
-57.9269,-62.102
170.43887,-70.946441
163.28,-66.96
-64.190155,-65.237236
-64.20758,-65.24308
-68.38389,-67.72972
-58.41688,-62.15866
-56.325256,-63.531315
-54.610004000000004,-63.286964
-56.291157,-63.56225
-62.857224,-64.82389
-62.878147,-64.8887
166.77092,-77.84833
-56.789833,-63.287693
-56.642544,-63.700027
-56.191086,-63.666374
-56.898666,-63.50279
-56.979134,-63.382652
-64.13697,-65.17174
-62.399937,-64.557304
-67.588036,-66.795364
-56.629864,-63.320946
-56.728226,-63.40263
-56.325,-63.531
-56.1911,-63.6664
-54.61,-63.28
-56.64,-63.7
-54.596317,-63.39388
-58.475283,-62.160462
-57.02328,-63.39162
-64.13903,-65.17136
-59.57756,-62.54323
-62.947784,-64.71449
-58.904217,-62.184223
-44.736886,-60.739359
-56.66083,-63.397396
-58.960003,-62.218204
-57.793854,-63.75075
-64.12819,-65.264626
-56.936462,-63.245335
-44.861412,-60.777443
84.82282,-66.50457
-57.992413,-63.31404
-57.2456,-63.6248
-56.95932,-63.448524
-59.68639,-62.31861
-57.746338,-64.16244
-58.466375,-62.157728
-63.50028,-64.825836
-63.9981,-65.0799
-64.1358,-65.1734
-57.308895,-63.195099
-56.88674,-63.52057
-56.450455,-63.736929
-56.486393,-63.622966
-56.426783,-63.558507
-56.497879,-63.682937
-56.495188,-63.642793
-56.421283,-63.559617
-56.501108,-63.752095
-56.416292,-63.560607
-56.853569,-63.382772
-63.156624,-64.54003
-56.1224,-63.405254
76.1143,-69.2424
-56.374,-64.384995
158.89891,-54.631386
-56.354855,-64.518745
-59.441113,-63.878613
-62.859165,-64.915276
-57.51632,-64.62939
76.2218,-69.2225
-56.29869,-64.26933
-79.456645,-70.786058
-44.7364,-60.7392
-44.7365,-60.7393
-44.7365,-60.7392
-44.7365,-60.7394
-56.885273,-63.520866
-56.859229,-63.518427
-57.284262,-63.790642
-56.828354,-63.685113
-57.077467,-63.867081
-56.841151,-64.18813
-56.207985,-63.628506
-59.38639,-62.4475
-62.763058,-64.70875
-59.903099,-62.596012
-62.648617,-64.588753
-55.798244,-63.583553
-57.621648,-63.801896
-57.622335,-63.80215
-56.907103,-63.520037
-55.786308,-63.575997
-56.89134,-63.518517
-56.50827,-63.44542
-63.18087,-64.54346
46.1092,-67.6528
46.1074,-67.6526
46.1514,-67.6571
46.1074,-67.6548
46.1554,-67.6544
46.1367,-67.6556
46.1534,-67.6569
3.442382,-67.966942
3.222653,-67.149485
-56.2944,-63.4267
-61.972736,-64.55784
-56.88084,-63.48298
-56.701145,-63.40141
-66.68083,-66.88472
-56.46094,-63.54441
-54.859444,-61.099304
-63.980633,-65.067665
-56.8011,-63.3675
163.65,-74.9
-67.2615,-66.918
146.301,-66.4484
144.8697,-67.121
-63.49389,-64.82528
-66.50103,-66.90764
-64.13975,-65.19686
-65.445,-66.01
-65.35,-66.02
-64.273918,-65.244574
-64.158397,-65.218379
-64.140686,-65.174283
-127.426,-74.0053
-127.8503,-73.0065
-64.1978,-65.2367
-64.0875,-64.764725
-62.57083,-64.64694
-62.558468,-64.60966
-64.02602,-65.11207
-56.211033,-63.458336
-63.533237,-64.95961
-57.916667,-62.083333
-56.88705,-63.520858
-56.858208,-63.269302
-56.964504,-63.164948
-56.832806,-63.295807
-44.63889,-60.771904
-57.014057,-63.39248
-61.713337,-64.116196
-56.287624,-63.440277
-56.10709,-63.616196
-57.131027,-64.4082
-56.884747,-63.233177
-56.52028,-63.311665
-60.54782,-62.992332
-64.088127,-64.769612
-55.80806,-63.580202
-56.983333,-63.383333
-62.599235,-64.729012
-59.769444,-62.391389
-63.819206,-65.04079
-56.484628,-63.298994
-62.994117,-64.368212
-56.317024,-63.604046
-54.698612,-61.142223
-60.790242,-63.902777
-60,-62
-59.78278,-62.400276
-64.07643,-64.79976
-55.756413,-63.581467
-56.872932,-62.773937
-56.495487,-62.518993
-56.27573,-63.55564
-56.881668,-63.521683
-56.840622,-63.445152
-56.250942,-63.56763
-56.86882,-62.771175
-56.95564,-63.078182
-56.01808,-63.609207
-56.269817,-63.55692
-56.999065,-62.91408
-66.8077,-66.9209
-67.2341,-66.034
-67.3648,-66.1075
-66.8591,-66.9619
-66.74367,-65.72963
-64.19082,-65.20483
-66.47117,-65.99787
-64.14709,-65.225975
-64.12474,-65.1855
-67.02693,-66.75112
-66.23298,-65.905426
-66.39723,-65.9809
-65.72269,-66.02471
-66.806984,-66.93363
-66.25021,-65.918846
-56.7352,-63.3928
-56.7209,-63.6172
-56.8103,-63.4525
-56.8054,-63.4634
-60.6291,-63.9307
-57.408,-62.843
-58.416,-62.166
-56.4167,-63.4667
-56.0833,-63.5833
-54.55,-61.15
-56.45,-63.5333
-56.35,-63.5167
-56.2333,-63.55
-58.414658,-62.268692
-56.38433,-63.55801
-56.46293,-63.53236
-56.75088,-63.33796
-64.1564,-65.2389
-66.649,-66.879
-66.711,-66.875
-60.4427,-63.776276
-57.2178,-62.92111
-64.1354,-65.1733
-62.332516,-64.498695
-64.038549,-64.774304
-67.63104,-67.59617
170.96434,-71.29675
166.16428,-77.55452
166.41537,-77.63645
166.43736,-77.21562
168.327,-76.1479
-58.4167,-63.8678
-64.143513,-65.170626
-58.96268,-62.20051
-62.9146,-64.8559
-62.870911,-64.665279
-64.065362,-64.773839
166.49763,-77.68406
-56.465786,-63.565056
-55.78846,-63.575367
166.16411,-77.55471
-62.6078,-64.6612
-62.972572,-64.73123
-56.78404,-63.397625
-59.986786,-62.57255
-56.726166,-63.576195
-56.88711,-63.313087
-55.7227,-64.3209
-56.8762,-63.1246
-44.705128,-60.729908
-56.9,-63.533333
-62.622494,-64.68719
-55.793297,-63.573444
-62.1355,-64.68924
-44.736897,-60.73737
-56.910469,-63.516956
-45.583333,-60.616667
-57.936882,-63.326218
-56.88684,-63.520676
-56.7444,-63.3571
-59.89546,-62.594217
-62.623672,-64.670557
-56.742297,-63.406305
-54.11722,-61.24972
-63.204345000000004,-64.858465
-68.2089,-67.6042
-56.339237,-63.636574
-56.256824,-63.45716
-64.02383,-65.08735
-56.27884,-63.714455
-63.966667,-64.79389
-64.497986,-65.259
-64.28375,-65.21874
-64.024475,-65.067215
-59.414062,-64.44501
-68.84361,-67.78445
-68.92834,-67.84556
-64.06639,-64.80111
-68.26767,-67.757645
-68.604126,-67.77357
-68.12615,-67.56959
-65.24128,-65.89782
-69.865,-66.515274
-68.56695,-68.12361
-75.871666,-69.41111
-68.80222,-68.164444
-75.77611,-69.38695
-75.842224,-69.395836
-57,-63.38333
-64.13667,-65.175
166.77187,-77.848915
139.996,-66.66
-8.179117,-70.267431
-8.76,-70.52
-8.99,-70.39
-8.16,-70.38
-8.067245,-70.530536
-9.013711,-70.392279
-57.29508,-63.797283
-44.70749,-60.73477
-55.9756,-63.6134
-56.2627,-63.5883
-56.09482,-63.580894
-56.1103,-63.6382
-56.807556,-63.452843
-64.1373,-65.18366
-63.97841,-65.097725
-64.07269,-64.771960000000007
-67.02205,-66.68663
-56.9902,-63.4689
-159.85,-76.1
170.1428,-71.33471
164.667,-77.367
-157.35,-74.41
-56.71631,-63.380318
-57.028371,-63.015832
-64.23609,-65.25416
-64.05483,-64.77448
-45.626,-60.672
-45.644,-60.683
-62.6273,-64.6838
-53.716278,-61.096558
-56.792076,-64.445404
-56.77046,-64.44535
-56.37348,-63.61193
-62.27993,-64.4782
-54.914167,-63.386389
-54.7833,-63.4833
-54.717,-63.411
-54.726,-63.437
-54.6083,-63.3944
-54.6742,-63.433
-54.6675,-63.4139
-60.50611,-62.966667
-62.599167,-64.70167
-57.0028,-63.0223
-56.9624,-62.9748
-59.902668,-62.595764
-64.142218,-65.176168
-58.634795,-62.256213
-64.10186,-65.12943
-64.054085,-65.103516
-56.94763,-63.340424
-68.12989,-67.572044
-58.4615,-62.1631
-58.446,-62.176
-64.05383,-64.774251
-68.11233,-67.566778
-68.193941,-67.58935
-68.279107,-67.57022
-57.041304,-63.403458
-57.000754,-63.397529
-59.903893,-62.598686
-8.430908,-70.740941
-0.071389,-75.250973
-64.03735,-64.780556
170.189724,-71.30558
166.744995,-77.169367
-68.12,-67.57
-64.149605,-65.331024
-56.865532,-63.52593
166.70929,-77.65359
170.31844,-72.31843
171.17917,-71.89974
174.24048,-77.47833
170.3059,-71.30589
-58.90443,-62.18578
170.143923,-71.336211
-68.114318,-67.568481
-68.250446,-67.594798
-68.119683,-67.567089
-68.113074,-67.567842
-56.999547,-63.397087
-66.62479,-66.80037
-64.25831,-65.250534
-57.016721,-63.405652
166.16246,-77.55446
-55.78308,-63.653126
-57.385624,-63.55115
169.23665,-77.45379
-46.272667,-77.375374
-59.893792,-62.593934
-54.531727,-63.32682
-57.024019,-63.408888
-57.014063,-63.402104
-57.014921,-63.405986
-56.992314,-63.397696
-57.011831,-63.404449
-55.8284,-63.607216
-56.887157,-63.520947
-63.51139,-64.81111
166.67255,-77.84425
158.93813,-54.4989
-56.3379,-63.5534
-0.514404,-69.002292
0.022977,-66.014523
-8.072207,-70.533104
0.13,-66.23
-0.04,-63.99
-0.04,-62.4
-7.958049,-70.526599
-8.072,-70.533
0.001971,-62.222155
-8.07,-70.53
-58.933953,-62.212774
-62.24046,-64.6298
-61.91919,-64.28023
-62.19225,-64.41901
-68.899315,-67.76372
-68.8855,-67.77319
-75.5216,-69.7549
-68.42004,-67.7502
-64.166664,-65.166664
-75.40718,-69.76047
-75.760864,-69.817215
-55.157547,-61.223
-57.06333,-63.39037
-65.51528,-66.01167
-65.48,-65.514
-65.686,-65.52
-64.112,-65.333
-65.683,-66.164
-65.2144,-65.6682
-66.2117,-65.8919
-64.215,-65.4028
-65.3817,-65.4453
-64.1487,-65.3236
-65.3514,-65.4597
-65.2885,-65.3938
-67.1686,-68.2878
-68.8855,-67.7732
-65.9003,-66.3808
-68.71,-67.8647
-67.1397,-66.4575
-67.1603,-66.3978
-65.720454,-66.157904
-65.3253,-65.4303
-68.6858,-67.7494
-69.152,-67.66
-67.7319,-67.7233
-67.3334,-67.3334
-65.3611,-66.0275
-66.5867,-66.7917
-65.3381,-65.6881
-65.346483,-65.451571
-66.829,-66.122
-56.905,-63.5222
-65.789737,-65.758531
-69.1531,-67.6749
-67.4017,-67.8869
-50.22836,-63.531544
-50,-64
-51,-63
-55.54641,-61.30457
-48,-64
-58.39314,-62.086193
-64.087372,-65.132836
140.01667,-66.66667
140.005173,-66.662584
139.686142,-66.421371
139.953226,-66.643965
139.843001,-66.610944
139.994449,-66.653873
139.842278,-66.017549
139.74571,-65.855202
140.112199,-65.613953
140.169341,-65.621396
140.380093,-65.551915
140.088331,-66.334354
139.591405,-66.184161
139.439154,-66.38141
139.348722,-66.517668
139.564118,-66.198406
139.520561,-66.082701
139.702147,-65.973938
139.526015,-66.161281
139.805445,-66.388229
140.005433,-66.663269
139.450223,-66.532641
139.460458,-66.542814
139.996164,-66.652244
139.932966,-66.508353
139.848303,-66.315538
139.646898,-65.779808
139.763913,-65.632754
139.859327,-65.618231
139.832193,-66.018381
139.945832,-65.762551
140.011201,-65.783494
139.985899,-66.032967
140.007672,-66.661946
139.826147,-66.163771
139.951292,-65.865852
140.121515,-65.783695
140.000147,-66.63769
139.845792,-66.246247
139.895432,-66.030094
139.962322,-65.937922
139.979431,-66.590298
139.967804,-66.054647
139.916061,-65.824585
140.140696,-65.62118
139.800862,-66.542182
139.83026,-66.187168
139.594714,-66.023301
139.597993,-65.866305
139.640683,-65.916743
139.84982,-66.393661
139.827705,-66.276874
139.712822,-65.841037
139.707723,-65.843177
140.049608,-65.629438
139.657192,-65.579387
139.352975,-65.484148
139.679429,-65.47443
139.98022,-66.491473
139.924135,-65.897539
139.798161,-65.692793
139.475685,-65.523356
138.766912,-65.431816
138.235614,-65.340068
137.702867,-65.233646
137.448694,-65.127545
139.619937,-66.53545
139.428166,-66.29007
139.917051,-66.000516
139.777822,-65.944716
139.789238,-65.945749
139.935944,-65.830194
140.004591,-66.663082
139.733516,-66.434332
139.753749,-66.581165
140.00466,-66.663504
139.705792,-66.102435
139.745704,-65.855102
140.112789,-65.612507
140.162499,-65.618713
140.380352,-65.556389
140.078496,-66.433159
139.607005,-66.188465
140.006776,-66.662221
140.006678,-66.663454
139.534139,-66.341493
139.24499,-66.500401
139.55056,-66.299407
139.550557,-66.134821
139.691028,-65.970328
139.525708,-66.161334
139.838149,-66.347576
139.509417,-66.550069
139.438338,-66.58905
140.004893,-66.663392
139.913095,-66.508292
140.002892,-66.663929
139.913309,-66.33036
139.598871,-65.827743
139.753922,-65.634002
139.858702,-65.61844
139.857194,-66.549569
139.88448,-66.075469
139.943527,-65.762729
139.98354,-65.772215
140.011523,-65.974053
139.980181,-66.577107
139.682993,-66.24488
139.960047,-65.867028
140.047078,-65.966514
140.004413,-66.663167
139.831693,-66.307489
139.91412,-66.055907
139.931752,-65.949045
140.005838,-66.663419
139.9909,-66.052794
139.907616,-65.825664
140.134911,-65.61057
139.831098,-66.540965
139.75544,-66.198924
139.701094,-66.026771
139.479988,-65.923921000000007
139.61127,-65.836185
139.81254,-66.337217
139.792517,-66.361708
139.712256,-65.841375
139.700925,-65.862509
140.098653,-65.685783
140.081815,-65.625338
139.701113,-65.582751
139.39014,-65.489927
139.716994,-65.465835
139.975262,-66.495373
139.961697,-65.907251
139.782864,-65.715455
139.519587,-65.527304
138.84058,-65.442326
138.279994,-65.351195
137.742238,-65.24319
139.828986,-66.593778
139.262614,-66.359912
139.804125,-65.950892
139.795854,-65.946047
139.788737,-65.94557
139.934174,-65.830141
139.978124,-66.605723
139.546391,-66.389289
139.729481,-66.559077
139.780761,-66.518018
139.828023,-66.010447
139.750495,-65.853283
140.141232,-65.617684
140.200007,-65.615824
140.249041,-65.614415
140.312234,-65.605393
140.107424,-66.216129
139.603481,-66.328102
140.014472,-66.579767
139.3229,-66.409124
140.003951,-66.661227
139.499338,-66.003053
139.698115,-66.0062
139.5238,-66.162907
139.86678,-66.475621
139.99674,-66.655223
139.28054,-66.460356
139.502511,-66.59912
139.555925,-66.595215
139.988208,-66.560371
140.018015,-66.479738
139.646029,-66.22288
139.531862,-66.033503
139.664034,-65.749351
139.798435,-65.635539
139.919665,-65.6781
139.88023,-66.493306
139.809424,-65.990864
139.942723,-65.762791000000007
140.074148,-65.793387
139.899802,-66.253833
140.004713,-66.662265
139.781224,-66.172003
139.954061,-65.861994
140.11689,-65.794609
139.95946,-66.223468
139.996393,-66.55167
139.864135,-66.158719
139.952266,-66.010942
139.941778,-65.937129
139.915127,-66.412158
139.885292,-65.976376
139.898071,-65.803035
139.881454,-65.736352
140.130529,-65.621548
139.770435,-66.513938
139.811591,-66.177766
139.660048,-65.984495
139.654731,-66.041085
139.924245,-66.506566
139.737311,-65.844795
139.745904,-65.810865
140.027928,-65.610289
139.65447,-65.51002
139.328031,-65.453819
139.526776,-65.434284
139.97041,-66.444223
139.905526,-65.86118
139.732536,-65.657807
139.317133,-65.499743
138.686736,-65.41233
138.159348,-65.319822
137.627841,-65.207859
137.346028,-65.108494
139.18974,-66.50295
139.629347,-66.244303
139.881653,-66.001013
139.778506,-65.944756
139.935808,-65.830086
139.980595,-66.630608
139.638801,-66.388536
140.004233,-66.662207
139.766451,-66.573616
139.705164,-66.529461
139.991921,-66.575344
139.820129,-66.028613000000007
139.745747,-65.85506
140.110806,-65.61606
140.176971,-65.618044
140.336615,-65.584157
140.133801,-66.330629
139.599006,-66.244002
139.991272,-66.641076
139.442262,-66.51589
139.567425,-66.17602
139.490494,-66.051997
139.704269,-65.967423
139.525249,-66.161635
139.830227,-66.409867
139.995932,-66.654821
139.409998,-66.525736
139.482111,-66.59413
139.475919,-66.592319
139.970051,-66.625307
139.966511,-66.481904
139.706822,-66.276831
139.531025,-66.034786
139.663571,-65.749693
139.77829,-65.633646
139.8912,-65.645949
139.893407,-66.494687
139.945517,-65.76197
140.052426,-65.797916
139.95026,-66.139137
140.007129,-66.662037
139.94956,-65.867939
140.14091,-65.802175
140.008966,-66.117802
140.021632,-66.592443
139.856914,-66.186265
139.920891,-66.02444
139.936782,-65.937308
139.980754,-66.002194
139.943646,-66.488102
139.91712,-66.007213
139.903647,-65.807836
139.876288,-65.744286
140.134091,-65.621702
139.786494,-66.548071
139.871681,-66.169379
139.566947,-66.002969
139.610325,-65.874902
139.655285,-66.008973
139.887089,-66.450112
139.864424,-66.223601
139.720023,-65.837991
139.748794,-65.8219
140.037376,-65.630034
139.68335,-65.512878
139.326688,-65.478812
139.593254,-65.452519
139.903765,-65.898664
139.803428,-65.662163
139.390804,-65.514138
138.750404,-65.423571
138.168211,-65.332821
137.667976,-65.216682
137.402666,-65.118479
139.441902,-66.513392
139.613175,-66.237549
139.940992,-65.99561
139.734129,-65.919575
139.935934,-65.830151
139.790832,-66.489597
140.0069,-66.662438
139.824061,-66.171919
139.745577,-65.855144
140.114554,-65.612087
140.159107,-65.619885
140.379935,-65.568017
140.070138,-66.43586
139.761832,-66.063706
139.617079,-66.106032
140.008551,-66.661977
139.581171,-66.3388
139.143164,-66.476788
139.559595,-66.407031
139.553086,-66.18422
139.699005,-65.970454
139.603381,-66.167111
139.821467,-66.280267
139.592693,-66.551391
139.45642,-66.501881
139.499841,-66.59957
139.909383,-66.50438
139.997252,-66.656401
139.922231,-66.388533
139.559878,-65.834151
139.762255,-65.658367
139.883306,-66.574317
139.978303,-66.193594
139.943786,-65.762424
139.977666,-65.770807
140.05503,-65.884894
139.942709,-66.446576
139.625557,-66.389411
140.061915,-65.787666
140.051145,-65.939385
